#Chr 	 Coordinate 	 Replication Timing
8	106300000	0.857215007
8	106500000	0.826659452
8	106700000	0.838023088
8	106900000	0.756854257
8	107100000	0.471392496
8	107300000	0.26017316
8	107500000	0.188600289
8	107700000	0.15036075
8	107900000	0.152380952
8	108100000	0.031168831
8	108300000	0.018181818
8	108500000	0.018181818
8	108700000	0.066666667
8	108900000	0.126262626
8	109100000	0.225974026
8	109300000	0.075757576
8	109500000	0.057575758
8	109700000	0.057575758
8	109900000	0.018181818
8	110100000	0.018181818
8	110300000	0.037373737
8	110500000	0.077633478
8	110700000	0.118037518
8	110900000	0.084848485
8	111100000	0.048484848
8	111300000	0.04040404
8	111500000	0
8	111700000	0.012987013
8	111900000	0.023088023
8	112100000	0.041269841
8	112300000	0.041269841
8	112500000	0.041269841
8	112700000	0.041269841
8	112900000	0.041269841
8	113100000	0.041269841
8	113300000	0.041269841
8	113500000	0.028282828
8	113700000	0.028282828
8	113900000	0.039646465
8	114100000	0.039646465
8	114300000	0.057828283
8	114500000	0.057828283
8	114700000	0.057828283
8	114900000	0.082070707
8	115100000	0.093434343
8	115300000	0.072979798
8	115500000	0.072979798
8	115700000	0.072979798
8	115900000	0.134451659
8	116100000	0.143542569
8	116300000	0.227380952
8	116500000	0.559776335
8	116700000	0.589033189
8	116900000	0.554689755
8	117100000	0.640548341
8	117300000	0.854545455
8	117500000	0.984848485
8	117700000	1
8	117900000	1
8	118100000	1
8	118300000	0.943181818
8	118500000	0.918939394
8	118700000	0.918939394
8	118900000	0.691702742
8	119100000	0.454761905
8	119300000	0.200974026
8	119500000	0.127128427
8	119700000	0.068542569
8	119900000	0.085858586
8	120100000	0.131168831
8	120300000	0.302849928
8	120500000	0.51038961
8	120700000	0.712518038
8	120900000	0.727669553
8	121100000	0.68524531
8	121300000	0.643578644
8	121500000	0.643578644
8	121700000	0.652669553
8	121900000	0.684487734
8	122100000	0.717821068
8	122300000	0.743073593
8	122500000	0.858225108
8	122700000	1
8	122900000	1
8	123100000	1
8	123300000	1
8	123500000	1
8	123700000	1
8	123900000	0.984848485
8	124100000	0.795454545
8	124300000	0.71969697
8	124500000	0.637373737
8	124700000	0.520093795
8	124900000	0.592965368
8	125100000	0.747871573
8	125300000	0.827020202
8	125500000	0.929292929
8	125700000	0.733585859
8	125900000	0.417352092
8	126100000	0.141269841
8	126300000	0.054545455
8	126500000	0.072727273
8	126700000	0.118181818
8	126900000	0.265620491
8	127100000	0.419264069
8	127300000	0.665945166
8	127500000	0.746356421
8	127700000	0.795851371
8	127900000	0.483008658
8	128100000	0.679689755
8	128300000	0.893686869
8	128500000	0.707575758
8	128700000	0.533477633
8	128900000	0.380844156
8	129100000	0.380844156
8	129300000	0.566558442
8	129500000	0.637626263
8	129700000	0.990909091
8	129900000	0.984848485
8	130100000	1
8	130300000	1
8	130500000	1
8	130700000	0.990909091
8	130900000	0.660894661
8	131100000	0.367640693
8	131300000	0.181529582
8	131500000	0.204761905
8	131700000	0.272546898
8	131900000	0.289105339
8	132100000	0.118290043
8	132300000	0.061471861
8	132500000	0.046320346
8	132700000	0.046320346
8	132900000	0.046320346
8	133100000	0.10995671
8	133300000	0.29992785
8	133500000	0.46038961
8	133700000	0.434126984
8	133900000	0.220887446
8	134100000	0.134163059
8	134300000	0.096789322
8	134500000	0.078607504
8	134700000	0.104112554
8	134900000	0.175865801
8	135100000	0.028138528
8	135300000	0.012987013
8	135500000	0
8	135700000	0
8	135900000	0
8	136100000	0
8	136300000	0
8	136500000	0
8	136700000	0
8	136900000	0.045454545
8	137100000	0.045454545
8	137300000	0.045454545
8	137500000	0
8	137700000	0
8	137900000	0
8	138100000	0
8	138300000	0
8	138500000	0
8	138700000	0
8	138900000	0
8	139100000	0
8	139300000	0
8	139500000	0
8	139700000	0.109090909
8	139900000	0.154545455
8	140100000	0.342388167
8	140300000	0.693217893
8	140500000	0.871861472
8	140700000	0.9
8	140900000	0.896861472
8	141100000	0.466955267
8	141300000	0.372907648
8	141500000	0.223448773
8	141700000	0.18481241
8	141900000	0.18481241
8	142100000	0.18481241
8	142300000	0.197799423
8	142500000	0.197799423
8	142700000	0.278607504
8	142900000	0.410425685
8	143100000	0.443867244
8	143300000	0.452958153
8	143500000	0.468109668
8	143700000	0.468109668
8	143900000	0.468109668
8	144100000	0.468109668
8	144300000	0.455122655
8	144500000	0.468109668
8	144700000	0.684379509
8	144900000	0.684379509
9	100000	0.503210678
9	300000	0.483008658
9	500000	0.504473304
9	700000	0.498304473
9	900000	0.406673882
9	1100000	0.248593074
9	1300000	0.233441558
9	1500000	0.220454545
9	1700000	0.220454545
9	1900000	0.277272727
9	2100000	0.401046176
9	2300000	0.508477633
9	2500000	0.466450216
9	2700000	0.425541126
9	2900000	0.376948052
9	3100000	0.336291486
9	3300000	0.4502886
9	3500000	0.645743146
9	3700000	0.95544733
9	3900000	0.965548341
9	4100000	0.892821068
9	4300000	0.967821068
9	4500000	0.967821068
9	4700000	0.976911977
9	4900000	0.987012987
9	5100000	0.987012987
9	5300000	1
9	5500000	1
9	5700000	0.971861472
9	5900000	0.875649351
9	6100000	0.800649351
9	6300000	0.862518038
9	6500000	0.842063492
9	6700000	0.772258297
9	6900000	0.455122655
9	7100000	0.280266955
9	7300000	0.062337662
9	7500000	0
9	7700000	0
9	7900000	0
9	8100000	0.012987013
9	8300000	0
9	8500000	0
9	8700000	0
9	8900000	0.090909091
9	9100000	0.090909091
9	9300000	0.090909091
9	9500000	0.090909091
9	9700000	0.090909091
9	9900000	0.090909091
9	10100000	0.090909091
9	10300000	0.090909091
9	10500000	0.090909091
9	10700000	0.090909091
9	10900000	0.090909091
9	11100000	0.090909091
9	11300000	0.090909091
9	11500000	0.090909091
9	11700000	0.090909091
9	11900000	0.136363636
9	12100000	0.166666667
9	12300000	0.224494949
9	12500000	0.312085137
9	12700000	0.459920635
9	12900000	0.461688312
9	13100000	0.418398268
9	13300000	0.36991342
9	13500000	0.36991342
9	13700000	0.382900433
9	13900000	0.424170274
9	14100000	0.508116883
9	14300000	0.523268398
9	14500000	0.510281385
9	14700000	0.43466811
9	14900000	0.447655123
9	15100000	0.49498557
9	15300000	0.781962482
9	15500000	0.88953824
9	15700000	0.959343434
9	15900000	0.988636364
9	16100000	1
9	16300000	1
9	16500000	0.98989899
9	16700000	0.978535354
9	16900000	0.98989899
9	17100000	0.878535354
9	17300000	0.822979798
9	17500000	0.611255411
9	17700000	0.599531025
9	17900000	0.653427128
9	18100000	0.796969697
9	18300000	0.974747475
9	18500000	0.887626263
9	18700000	0.887626263
9	18900000	0.978535354
9	19100000	0.979545455
9	19300000	0.979545455
9	19500000	0.792424242
9	19700000	0.711616162
9	19900000	0.821464646
9	20100000	0.836616162
9	20300000	0.81010101
9	20500000	0.825252525
9	20700000	0.882070707
9	20900000	0.91540404
9	21100000	0.926767677
9	21300000	0.938131313
9	21500000	0.953282828
9	21700000	0.964646465
9	21900000	0.532503608
9	22100000	0.14455267
9	22300000	0.243795094
9	22500000	0.476948052
9	22700000	0.147474747
9	22900000	0.090909091
9	23100000	0.090909091
9	23300000	0
9	23500000	0
9	23700000	0
9	23900000	0
9	24100000	0
9	24300000	0
9	24500000	0
9	24700000	0
9	24900000	0.01010101
9	25100000	0.101010101
9	25300000	0.090909091
9	25500000	0.090909091
9	25700000	0.090909091
9	25900000	0.118181818
9	26100000	0.253607504
9	26300000	0.431385281
9	26500000	0.403968254
9	26700000	0.42012987
9	26900000	0.483261183
9	27100000	0.546897547
9	27300000	0.074603175
9	27500000	0
9	27700000	0
9	27900000	0
9	28100000	0
9	28300000	0
9	28500000	0
9	28700000	0
9	28900000	0
9	29100000	0
9	29300000	0
9	29500000	0.023088023
9	29700000	0.012987013
9	29900000	0.012987013
9	30100000	0.012987013
9	30300000	0.012987013
9	30500000	0.012987013
9	30700000	0.012987013
9	30900000	0.012987013
9	31100000	0.024350649
9	31300000	0.024350649
9	31500000	0.024350649
9	31700000	0.024350649
9	31900000	0.09476912
9	32100000	0.361147186
9	32300000	0.585642136
9	32500000	0.6502886
9	32700000	0.776406926
9	32900000	0.871861472
9	33100000	1
9	33300000	1
9	33500000	1
9	33700000	1
9	33900000	1
9	34100000	1
9	34300000	1
9	34500000	1
9	34700000	1
9	34900000	1
9	35100000	1
9	35300000	1
9	35500000	1
9	35700000	1
9	35900000	1
9	36100000	1
9	36300000	1
9	36500000	0.898989899
9	36700000	0.870851371
9	36900000	0.825396825
9	37100000	0.916305916
9	37300000	0.906204906
9	37500000	0.966810967
9	37700000	0.936507937
9	37900000	0.722763348
9	38100000	0.686399711
9	38300000	0.634776335
9	38500000	0.659018759
9	38700000	0.472799423
9	38900000	0.418614719
9	39100000	0.418614719
9	39300000	0.418614719
9	39500000	0.418614719
9	39700000	0.418614719
9	39900000	0.418614719
9	40100000	0.418614719
9	40300000	0.418614719
9	40500000	0.418614719
9	40700000	0.418614719
9	40900000	0.418614719
9	41100000	0.418614719
9	41300000	0.418614719
9	41500000	0.418614719
9	41700000	0.418614719
9	41900000	0.418614719
9	42100000	0.418614719
9	42300000	0.418614719
9	42500000	0.418614719
9	42700000	0.418614719
9	42900000	0.418614719
9	43100000	0.418614719
9	43300000	0.418614719
9	43500000	0.418614719
9	43700000	0.418614719
9	43900000	0.418614719
9	44100000	0.418614719
9	44300000	0.418614719
9	44500000	0.418614719
9	44700000	0.418614719
9	44900000	0.418614719
9	45100000	0.418614719
9	45300000	0.418614719
9	45500000	0.418614719
9	45700000	0.418614719
9	45900000	0.418614719
9	46100000	0.418614719
9	46300000	0.418614719
9	46500000	0.418614719
9	46700000	0.418614719
9	46900000	0.418614719
9	47100000	0.418614719
9	47300000	0.418614719
9	47500000	0.418614719
9	47700000	0.418614719
9	47900000	0.418614719
9	48100000	0.418614719
9	48300000	0.418614719
9	48500000	0.418614719
9	48700000	0.418614719
9	48900000	0.418614719
9	49100000	0.418614719
9	49300000	0.418614719
9	49500000	0.418614719
9	49700000	0.418614719
9	49900000	0.418614719
9	50100000	0.418614719
9	50300000	0.418614719
9	50500000	0.418614719
9	50700000	0.418614719
9	50900000	0.418614719
9	51100000	0.418614719
9	51300000	0.418614719
9	51500000	0.418614719
9	51700000	0.418614719
9	51900000	0.418614719
9	52100000	0.418614719
9	52300000	0.418614719
9	52500000	0.418614719
9	52700000	0.418614719
9	52900000	0.418614719
9	53100000	0.418614719
9	53300000	0.418614719
9	53500000	0.418614719
9	53700000	0.418614719
9	53900000	0.418614719
9	54100000	0.418614719
9	54300000	0.418614719
9	54500000	0.418614719
9	54700000	0.418614719
9	54900000	0.418614719
9	55100000	0.418614719
9	55300000	0.418614719
9	55500000	0.418614719
9	55700000	0.418614719
9	55900000	0.418614719
9	56100000	0.418614719
9	56300000	0.418614719
9	56500000	0.418614719
9	56700000	0.418614719
9	56900000	0.418614719
9	57100000	0.418614719
9	57300000	0.418614719
9	57500000	0.418614719
9	57700000	0.418614719
9	57900000	0.418614719
9	58100000	0.418614719
9	58300000	0.418614719
9	58500000	0.418614719
9	58700000	0.418614719
9	58900000	0.418614719
9	59100000	0.418614719
9	59300000	0.418614719
9	59500000	0.418614719
9	59700000	0.418614719
9	59900000	0.418614719
9	60100000	0.418614719
9	60300000	0.418614719
9	60500000	0.418614719
9	60700000	0.418614719
9	60900000	0.418614719
9	61100000	0.418614719
9	61300000	0.418614719
9	61500000	0.418614719
9	61700000	0.418614719
9	61900000	0.418614719
9	62100000	0.418614719
9	62300000	0.418614719
9	62500000	0.418614719
9	62700000	0.418614719
9	62900000	0.418614719
9	63100000	0.418614719
9	63300000	0.418614719
9	63500000	0.418614719
9	63700000	0.418614719
9	63900000	0.418614719
9	64100000	0.418614719
9	64300000	0.418614719
9	64500000	0.418614719
9	64700000	0.418614719
9	64900000	0.418614719
9	65100000	0.418614719
9	65300000	0.418614719
9	65500000	0.418614719
9	65700000	0.418614719
9	65900000	0.418614719
9	66100000	0.418614719
9	66300000	0.418614719
9	66500000	0.418614719
9	66700000	0.418614719
9	66900000	0.418614719
9	67100000	0.418614719
9	67300000	0.418614719
9	67500000	0.418614719
9	67700000	0.418614719
9	67900000	0.418614719
9	68100000	0.418614719
9	68300000	0.418614719
9	68500000	0.388708514
9	68700000	0.226984127
9	68900000	0.23997114
9	69100000	0.368001443
9	69300000	0.548809524
9	69500000	0.684271284
9	69700000	0.900649351
9	69900000	0.968831169
9	70100000	0.987012987
9	70300000	0.987012987
9	70500000	0.853679654
9	70700000	0.717965368
9	70900000	0.547655123
9	71100000	0.236832612
9	71300000	0.213744589
9	71500000	0.226731602
9	71700000	0.261183261
9	71900000	0.303463203
9	72100000	0.515836941
9	72300000	0.679076479
9	72500000	0.892063492
9	72700000	0.882972583
9	72900000	0.837518038
9	73100000	0.864790765
9	73300000	0.660533911
9	73500000	0.2498557
9	73700000	0.077633478
9	73900000	0.077633478
9	74100000	0.077633478
9	74300000	0.054545455
9	74500000	0.054545455
9	74700000	0.065909091
9	74900000	0.103246753
9	75100000	0.193001443
9	75300000	0.118542569
9	75500000	0.065909091
9	75700000	0.065909091
9	75900000	0.076010101
9	76100000	0.308333333
9	76300000	0.454473304
9	76500000	0.869444444
9	76700000	0.767171717
9	76900000	0.763888889
9	77100000	0.787518038
9	77300000	0.787518038
9	77500000	0.777164502
9	77700000	0.800541126
9	77900000	0.800541126
9	78100000	0.813528139
9	78300000	0.768073593
9	78500000	0.640151515
9	78700000	0.577561328
9	78900000	0.551695527
9	79100000	0.383910534
9	79300000	0.226082251
9	79500000	0.192640693
9	79700000	0.149350649
9	79900000	0.121067821
9	80100000	0.101875902
9	80300000	0.101875902
9	80500000	0.101875902
9	80700000	0.172582973
9	80900000	0.190764791
9	81100000	0.245670996
9	81300000	0.311291486
9	81500000	0.619191919
9	81700000	0.62463925
9	81900000	0.254076479
9	82100000	0.221897547
9	82300000	0.221897547
9	82500000	0.208910534
9	82700000	0.22027417
9	82900000	0.233261183
9	83100000	0.297186147
9	83300000	0.328354978
9	83500000	0.508008658
9	83700000	0.566450216
9	83900000	0.622979798
9	84100000	0.583477633
9	84300000	0.537301587
9	84500000	0.337337662
9	84700000	0.042532468
9	84900000	0.020454545
9	85100000	0.020454545
9	85300000	0.020454545
9	85500000	0.033441558
9	85700000	0.124603175
9	85900000	0.170923521
9	86100000	0.175974026
9	86300000	0.19025974
9	86500000	0.020454545
9	86700000	0.020454545
9	86900000	0.038636364
9	87100000	0.038636364
9	87300000	0.169949495
9	87500000	0.167784993
9	87700000	0.152633478
9	87900000	0.083189033
9	88100000	0.29011544
9	88300000	0.353102453
9	88500000	0.586399711
9	88700000	0.753030303
9	88900000	0.736616162
9	89100000	0.718434343
9	89300000	0.203499278
9	89500000	0.038636364
9	89700000	0.009090909
9	89900000	0.022077922
9	90100000	0.032178932
9	90300000	0.041269841
9	90500000	0.041269841
9	90700000	0.059451659
9	90900000	0.300577201
9	91100000	0.521139971
9	91300000	0.513059163
9	91500000	0.51998557
9	91700000	0.529076479
9	91900000	0.614935065
9	92100000	0.936868687
9	92300000	0.933080808
9	92500000	0.887626263
9	92700000	0.767424242
9	92900000	0.619877345
9	93100000	0.496139971
9	93300000	0.447799423
9	93500000	0.43481241
9	93700000	0.486183261
9	93900000	0.668073593
9	94100000	0.822727273
9	94300000	0.849242424
9	94500000	0.909090909
9	94700000	1
9	94900000	0.909090909
9	95100000	0.893939394
9	95300000	0.882575758
9	95500000	0.841666667
9	95700000	0.796212121
9	95900000	0.783225108
9	96100000	0.834090909
9	96300000	0.893939394
9	96500000	0.909090909
9	96700000	0.909090909
9	96900000	0.909090909
9	97100000	0.909090909
9	97300000	0.909090909
9	97500000	0.909090909
9	97700000	1
9	97900000	0.948232323
9	98100000	0.887626263
9	98300000	0.632828283
9	98500000	0.497222222
9	98700000	0.438383838
9	98900000	0.38474026
9	99100000	0.377813853
9	99300000	0.40508658
9	99500000	0.33008658
9	99700000	0.414935065
9	99900000	0.536399711
9	100100000	0.643578644
9	100300000	0.708730159
9	100500000	0.778535354
9	100700000	0.595093795
9	100900000	0.394480519
9	101100000	0.271536797
9	101300000	0.308766234
9	101500000	0.346139971
9	101700000	0.193037518
9	101900000	0.049747475
9	102100000	0.033189033
9	102300000	0.033189033
9	102500000	0.033189033
9	102700000	0.023088023
9	102900000	0.01010101
9	103100000	0.01010101
9	103300000	0
9	103500000	0
9	103700000	0
9	103900000	0
9	104100000	0
9	104300000	0.01010101
9	104500000	0.086724387
9	104700000	0.572871573
9	104900000	0.642821068
9	105100000	0.78044733
9	105300000	0.595238095
9	105500000	0.492352092
9	105700000	0.249603175
9	105900000	0.220310245
9	106100000	0.207323232
9	106300000	0.197222222
9	106500000	0.227525253
9	106700000	0.305880231
9	106900000	0.412698413
9	107100000	0.542857143
9	107300000	0.504473304
9	107500000	0.356132756
9	107700000	0.34476912
9	107900000	0.371031746
9	108100000	0.391486291
9	108300000	0.391486291
9	108500000	0.404473304
9	108700000	0.466810967
9	108900000	0.557215007
9	109100000	0.618686869
9	109300000	0.723484848
9	109500000	0.757828283
9	109700000	0.94520202
9	109900000	0.933838384
9	110100000	0.953030303
9	110300000	0.973484848
9	110500000	0.988636364
9	110700000	1
9	110900000	1
9	111100000	1
9	111300000	1
9	111500000	1
9	111700000	1
9	111900000	1
9	112100000	1
9	112300000	1
9	112500000	1
9	112700000	1
9	112900000	1
9	113100000	1
9	113300000	1
9	113500000	1
9	113700000	1
9	113900000	0.990909091
9	114100000	0.837265512
9	114300000	0.952525253
9	114500000	1
9	114700000	1
9	114900000	1
9	115100000	1
9	115300000	0.984848485
9	115500000	0.963383838
9	115700000	0.974747475
9	115900000	0.974747475
9	116100000	0.864141414
9	116300000	0.704689755
9	116500000	0.682611833
9	116700000	0.539177489
9	116900000	0.299819625
9	117100000	0.268650794
9	117300000	0.301118326
9	117500000	0.321320346
9	117700000	0.610786436
9	117900000	0.254401154
9	118100000	0.077777778
9	118300000	0.068686869
9	118500000	0.086868687
9	118700000	0.086868687
9	118900000	0.068686869
9	119100000	0.068686869
9	119300000	0.15959596
9	119500000	0.190764791
9	119700000	0.203751804
9	119900000	0.542965368
9	120100000	0.86504329
9	120300000	0.990909091
9	120500000	1
9	120700000	1
9	120900000	1
9	121100000	1
9	121300000	0.988636364
9	121500000	0.988636364
9	121700000	0.988636364
9	121900000	0.975649351
9	122100000	0.975649351
9	122300000	0.975649351
9	122500000	0.975649351
9	122700000	0.966558442
9	122900000	0.966558442
9	123100000	0.979545455
9	123300000	0.979545455
9	123500000	0.988636364
9	123700000	0.988636364
9	123900000	1
9	124100000	1
9	124300000	1
9	124500000	1
9	124700000	1
9	124900000	1
9	125100000	1
9	125300000	1
9	125500000	1
9	125700000	1
9	125900000	0.98989899
9	126100000	0.98989899
9	126300000	0.941558442
9	126500000	0.919480519
9	126700000	0.956709957
9	126900000	0.956709957
9	127100000	0.911255411
9	127300000	0.855699856
9	127500000	0.855699856
9	127700000	0.825396825
9	127900000	0.825396825
9	128100000	0.825396825
9	128300000	0.825396825
9	128500000	0.825396825
9	128700000	0.825396825
9	128900000	0.825396825
9	129100000	0.825396825
9	129300000	0.855699856
9	129500000	0.878787879
9	129700000	0.878787879
9	129900000	0.878787879
9	130100000	0.878787879
9	130300000	0.878787879
9	130500000	0.878787879
9	130700000	0.888888889
9	130900000	0.934343434
9	131100000	0.934343434
9	131300000	0.934343434
9	131500000	0.934343434
9	131700000	0.934343434
9	131900000	0.934343434
9	132100000	0.934343434
9	132300000	0.934343434
9	132500000	0.840295815
9	132700000	0.779329004
9	132900000	0.738924964
9	133100000	0.534018759
9	133300000	0.467857143
9	133500000	0.375108225
9	133700000	0.266017316
9	133900000	0.198340548
9	134100000	0.179148629
9	134300000	0.17005772
9	134500000	0.143542569
9	134700000	0.143542569
9	134900000	0.132178932
9	135100000	0.123088023
9	135300000	0.123088023
9	135500000	0.123088023
9	135700000	0.143542569
9	135900000	0.143542569
9	136100000	0.158694084
9	136300000	1
9	136500000	1
9	136700000	1
9	136900000	1
9	137100000	1
9	137300000	1
9	137500000	0.236471861
9	137700000	0.530735931
9	137900000	0.512554113
9	138100000	0.473917749
10	100000	0.355339105
10	300000	0.376803752
10	500000	0.391955267
10	700000	0.524531025
10	900000	0.785750361
10	1100000	0.702777778
10	1300000	0.258549784
10	1500000	0.072727273
10	1700000	0.054545455
10	1900000	0.009090909
10	2100000	0.009090909
10	2300000	0.009090909
10	2500000	0.009090909
10	2700000	0.176479076
10	2900000	0.450180375
10	3100000	0.50988456
10	3300000	0.50988456
10	3500000	0.522258297
10	3700000	0.602417027
10	3900000	0.684848485
10	4100000	0.682575758
10	4300000	0.728030303
10	4500000	0.83030303
10	4700000	0.890909091
10	4900000	0.984848485
10	5100000	0.96969697
10	5300000	0.96969697
10	5500000	0.984848485
10	5700000	0.975757576
10	5900000	0.975757576
10	6100000	0.954292929
10	6300000	0.763888889
10	6500000	0.46453824
10	6700000	0.04025974
10	6900000	0.031168831
10	7100000	0.042532468
10	7300000	0.042532468
10	7500000	0.070815296
10	7700000	0.345887446
10	7900000	0.481240981
10	8100000	0.456998557
10	8300000	0.451948052
10	8500000	0.152633478
10	8700000	0.082828283
10	8900000	0
10	9100000	0
10	9300000	0
10	9500000	0.012987013
10	9700000	0.012987013
10	9900000	0.012987013
10	10100000	0.031168831
10	10300000	0.031168831
10	10500000	0.074603175
10	10700000	0.097691198
10	10900000	0.163600289
10	11100000	0.178751804
10	11300000	0.178751804
10	11500000	0.213816739
10	11700000	0.337914863
10	11900000	0.463167388
10	12100000	0.472258297
10	12300000	0.346284271
10	12500000	0.325829726
10	12700000	0.29047619
10	12900000	0.481746032
10	13100000	0.760497835
10	13300000	0.852272727
10	13500000	0.861363636
10	13700000	0.890909091
10	13900000	1
10	14100000	1
10	14300000	1
10	14500000	1
10	14700000	1
10	14900000	1
10	15100000	1
10	15300000	0.970454545
10	15500000	0.889285714
10	15700000	0.49033189
10	15900000	0.3497114
10	16100000	0.186580087
10	16300000	0.1995671
10	16500000	0.394227994
10	16700000	0.814141414
10	16900000	0.984848485
10	17100000	0.984848485
10	17300000	0.984848485
10	17500000	0.960497835
10	17700000	0.631457431
10	17900000	0.27987013
10	18100000	0.132287157
10	18300000	0.080519481
10	18500000	0.046428571
10	18700000	0.022077922
10	18900000	0.012987013
10	19100000	0.012987013
10	19300000	0.012987013
10	19500000	0.012987013
10	19700000	0.012987013
10	19900000	0.012987013
10	20100000	0.012987013
10	20300000	0.012987013
10	20500000	0.012987013
10	20700000	0.012987013
10	20900000	0.012987013
10	21100000	0.203499278
10	21300000	0.835497835
10	21500000	0.907070707
10	21700000	0.411724387
10	21900000	0.282323232
10	22100000	0.226515152
10	22300000	0.226515152
10	22500000	0.219444444
10	22700000	0.228535354
10	22900000	0.174603175
10	23100000	0.078787879
10	23300000	0.015151515
10	23500000	0
10	23700000	0
10	23900000	0.090909091
10	24100000	0.102272727
10	24300000	0.329256854
10	24500000	0.819083694
10	24700000	0.901767677
10	24900000	0.909848485
10	25100000	0.542965368
10	25300000	0.050324675
10	25500000	0.024350649
10	25700000	0.012987013
10	25900000	0.012987013
10	26100000	0.012987013
10	26300000	0.012987013
10	26500000	0.072835498
10	26700000	0.11511544
10	26900000	0.161724387
10	27100000	0.104148629
10	27300000	0.104148629
10	27500000	0.092784993
10	27700000	0.082683983
10	27900000	0.182792208
10	28100000	0.338347763
10	28300000	0.381277056
10	28500000	0.461940837
10	28700000	0.537662338
10	28900000	0.621464646
10	29100000	0.769444444
10	29300000	0.809848485
10	29500000	0.828030303
10	29700000	0.852272727
10	29900000	0.893939394
10	30100000	0.767424242
10	30300000	0.757323232
10	30500000	0.793939394
10	30700000	0.839393939
10	30900000	0.839393939
10	31100000	0.893939394
10	31300000	0.848484848
10	31500000	0.939393939
10	31700000	0.954545455
10	31900000	0.954545455
10	32100000	1
10	32300000	1
10	32500000	1
10	32700000	1
10	32900000	1
10	33100000	1
10	33300000	1
10	33500000	0.98989899
10	33700000	0.939141414
10	33900000	0.807070707
10	34100000	0.807070707
10	34300000	0.642568543
10	34500000	0.576767677
10	34700000	0.759343434
10	34900000	0.811868687
10	35100000	0.898989899
10	35300000	0.898989899
10	35500000	0.798629149
10	35700000	0.66547619
10	35900000	0.285858586
10	36100000	0.036363636
10	36300000	0.036363636
10	36500000	0.018181818
10	36700000	0
10	36900000	0
10	37100000	0
10	37300000	0
10	37500000	0
10	37700000	0.03030303
10	37900000	0.03030303
10	38100000	0.048484848
10	38300000	0
10	38500000	0
10	38700000	0
10	38900000	0
10	39100000	0
10	39300000	0
10	39500000	0
10	39700000	0
10	39900000	0
10	40100000	0
10	40300000	0
10	40500000	0
10	40700000	0
10	40900000	0
10	41100000	0
10	41300000	0
10	41500000	0
10	41700000	0
10	41900000	0
10	42100000	0
10	42300000	0
10	42500000	0.022077922
10	42700000	0.073701299
10	42900000	0.208044733
10	43100000	0.226226551
10	43300000	0.316486291
10	43500000	0.341738817
10	43700000	0.243001443
10	43900000	0.227849928
10	44100000	0.20966811
10	44300000	0.240836941
10	44500000	0.299422799
10	44700000	0.305880231
10	44900000	0.278607504
10	45100000	0.268867244
10	45300000	0.268867244
10	45500000	0.382864358
10	45700000	0.416197691
10	45900000	0.382864358
10	46100000	0.382864358
10	46300000	0.349422799
10	46500000	0.349422799
10	46700000	0.351948052
10	46900000	0.35952381
10	47100000	0.374675325
10	47300000	0.426190476
10	47500000	0.459018759
10	47700000	0.493650794
10	47900000	0.493650794
10	48100000	0.485533911
10	48300000	0.485533911
10	48500000	0.360930736
10	48700000	0.307142857
10	48900000	0.307142857
10	49100000	0.33023088
10	49300000	0.675937951
10	49500000	0.876551227
10	49700000	0.887914863
10	49900000	0.887914863
10	50100000	0.887914863
10	50300000	0.708116883
10	50500000	0.581998557
10	50700000	0.394516595
10	50900000	0.257287157
10	51100000	0.144300144
10	51300000	0.071572872
10	51500000	0.061471861
10	51700000	0.043290043
10	51900000	0.043290043
10	52100000	0.063744589
10	52300000	0.19025974
10	52500000	0.195310245
10	52700000	0.143145743
10	52900000	0.009090909
10	53100000	0
10	53300000	0
10	53500000	0
10	53700000	0
10	53900000	0
10	54100000	0
10	54300000	0
10	54500000	0.045454545
10	54700000	0.045454545
10	54900000	0.045454545
10	55100000	0
10	55300000	0
10	55500000	0
10	55700000	0
10	55900000	0
10	56100000	0
10	56300000	0
10	56500000	0
10	56700000	0
10	56900000	0.015151515
10	57100000	0
10	57300000	0
10	57500000	0
10	57700000	0.01010101
10	57900000	0.163347763
10	58100000	0.323809524
10	58300000	0.367243867
10	58500000	0.294805195
10	58700000	0.281818182
10	58900000	0.271717172
10	59100000	0.201010101
10	59300000	0.185858586
10	59500000	0.210209235
10	59700000	0.30501443
10	59900000	0.360569986
10	60100000	0.567460317
10	60300000	0.634632035
10	60500000	0.636255411
10	60700000	0.684487734
10	60900000	0.470887446
10	61100000	0.078787879
10	61300000	0.234451659
10	61500000	0.394155844
10	61700000	0.495526696
10	61900000	0.640981241
10	62100000	0.686688312
10	62300000	0.523809524
10	62500000	0.294264069
10	62700000	0.138888889
10	62900000	0.11540404
10	63100000	0.125505051
10	63300000	0.197582973
10	63500000	0.578102453
10	63700000	0.721392496
10	63900000	0.369264069
10	64100000	0
10	64300000	0
10	64500000	0
10	64700000	0
10	64900000	0
10	65100000	0
10	65300000	0
10	65500000	0
10	65700000	0
10	65900000	0
10	66100000	0
10	66300000	0
10	66500000	0
10	66700000	0.03030303
10	66900000	0
10	67100000	0
10	67300000	0.01010101
10	67500000	0.204148629
10	67700000	0.328354978
10	67900000	0.647546898
10	68100000	0.647546898
10	68300000	0.617243867
10	68500000	0.617243867
10	68700000	0.607142857
10	68900000	0.607142857
10	69100000	0.576839827
10	69300000	0.558658009
10	69500000	0.547294372
